quoteid,purchasecmpny,dept,reroutersncode,reroutersntxt,reroutecmnt,reroutelastchngts,reroutecmnt_cln
11641615,1001,10,13,IPR Concern,IPR Concern; Need TML see email sent ,2019-05-15 14:17:07.0,need tml see email sent
12713530,1001,63,13,IPR Concern,IPR Concern; Please correct Brand.,2019-05-15 13:02:46.0,correct brand
12727236,1001,63,13,IPR Concern,IPR Concern; Axel,2019-05-14 19:57:41.0,axel
12638785,1001,63,13,IPR Concern,IPR Concern; Please attach the Black Logo Swissgear Trademark Release Letter. ,2019-05-14 19:57:29.0,attach black logo swissgear trademark release letter
11899956,1001,10,13,IPR Concern,"IPR Concern; The trademark letter specifies floor mats made of rubber and carpet, but these are plastic mats. Supplier will need to submit a new trademark letter that includes plastic mats.",2019-05-14 19:44:50.0,trademark letter specify floor mat made rubber carpet plastic mat supplier need submit new trademark letter include plastic mat
11899990,1001,10,13,IPR Concern,"IPR Concern; The trademark letter specifies floor mats made of rubber and carpet, but these are plastic mats. Supplier will need to submit a new trademark letter that includes the authorization of plastic mats. ",2019-05-14 19:44:38.0,trademark letter specify floor mat made rubber carpet plastic mat supplier need submit new trademark letter include authorization plastic mat
11899986,1001,10,13,IPR Concern,"IPR Concern; The trademark letter specifies floor mats made of rubber and carpet, but these are plastic mats. Supplier will need to submit a new trademark letter that includes plastic mats.",2019-05-14 19:44:21.0,trademark letter specify floor mat made rubber carpet plastic mat supplier need submit new trademark letter include plastic mat
12619297,1001,63,13,IPR Concern,"IPR Concern; Vendor Labeling cannot be used as the packaging description. Please change to correct brand, or unbranded if there are no trademarks.Please provide picture of packaging or labeling if available.",2019-05-14 19:16:18.0,vendor labeling cannot used packaging description change correct brand unbranded trademark provide picture packaging labeling available
12633251,1001,71,13,IPR Concern,"IPR Concern; Adornments is a brand of outdoor furniture.Please attach a trademark authorization letter from the owner of the brand, Jimco Lamp and Manufacturing Company, authorizing the use of the name on this product by the supplier in the quote.The letter should be dated, on Jimco letterhead, signed by an officer of the Jimco company and should reference the supplier in the quote.",2019-05-14 17:44:59.0,adornment brand outdoor furniture attach trademark authorization letter owner brand jimco lamp manufacturing company authorizing name product supplier quote letter dated jimco letterhead signed officer jimco company reference supplier quote
12628370,1001,71,13,IPR Concern,"IPR Concern; Adornments is a brand of outdoor furniture.Please attach a trademark authorization letter from the owner of the brand, Jimco Lamp and Manufacturing Company, authorizing the use of the name on this product by the supplier in the quote.The letter should be dated, on Jimco letterhead, signed by an officer of the Jimco company and should reference the supplier in the quote.",2019-05-14 17:44:59.0,adornment brand outdoor furniture attach trademark authorization letter owner brand jimco lamp manufacturing company authorizing name product supplier quote letter dated jimco letterhead signed officer jimco company reference supplier quote
10893781,1001,10,13,IPR Concern,"IPR Concern; 2nd reroute - requesting Trademark letter, please attach before resubmitting quote back",2019-05-14 16:54:35.0,reroute requesting trademark letter attach resubmitting quote back
10893781,1001,10,13,IPR Concern,"IPR Concern; Please be advised this quote has been rerouted because ""Magic Shade"" is trademarked. Please provide a trademark letter from Auto Expressions, LLC Limited Liability Company authorizing the supplier to use their trademark on this product.",2019-05-14 16:54:35.0,advised quote rerouted magic shade trademarked provide trademark letter auto expression llc limited liability company authorizing supplier trademark product
12485947,1001,63,13,IPR Concern,"IPR Concern; Please correct the Brand under the ""Label Information"" tab. ",2019-05-14 16:24:59.0,correct brand label information tab
12099320,1001,11,13,IPR Concern,IPR Concern; Please atttach a Trademark Release letter for Omniergy? Button Cell Battery ,2019-05-14 14:56:10.0,atttach trademark release letter omniergy button cell battery
12099320,1001,11,13,IPR Concern,IPR Concern; Please atttach a Trademark Release letter for Omniergy? Button Cell Battery,2019-05-14 14:56:10.0,atttach trademark release letter omniergy button cell battery
12683247,1001,7,13,IPR Concern,IPR Concern; Need updated trademark release letter for Volkswagen,2019-05-14 14:20:11.0,need updated trademark release letter volkswagen
12680756,1001,7,13,IPR Concern,IPR Concern; Need updated trademark release letter for Volkswagen,2019-05-14 14:05:21.0,need updated trademark release letter volkswagen
12545244,1001,3,13,IPR Concern,"IPR Concern; Trademark use agreement has expired for Marvel-Batman, please provide an updated license.",2019-05-14 13:43:30.0,trademark agreement expired marvel batman provide updated license
12545244,1001,3,13,IPR Concern,"IPR Concern; Trademark use agreement has expired for Marvel-Batman, please provide an updated license.",2019-05-14 13:43:30.0,trademark agreement expired marvel batman provide updated license
12365319,1001,72,13,IPR Concern,"IPR Concern; The packaging shows this comes with headphones, a carry case, and a car adapter. Please update so that each item has its own duty line. 12/26/18 JJ",2019-05-14 13:28:32.0,packaging show come headphone carry case car adapter update item duty line
10669557,1001,74,13,IPR Concern,IPR Concern; need updated agreement letter,2019-05-14 10:35:02.0,need updated agreement letter
11679144,1001,3,13,IPR Concern,IPR Concern; ?	Emojis require use authorization release. Please attach.,2019-05-14 01:15:49.0,emoji require authorization release attach
11620975,1001,3,13,IPR Concern,IPR Concern; The picture shows a sentry safe cash box.  The supplier stack-on.  Is this the correct picture? I cannot find the connection between stack-on and sentry safe.,2019-05-14 00:45:36.0,picture show sentry safe cash box supplier stack correct picture cannot find connection stack sentry safe
12524632,1001,9,13,IPR Concern,IPR Concern; Please update the label to Ozark Trail,2019-05-13 15:03:25.0,update label ozark trail
12643368,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-13 13:12:41.0,attach trademark release letter joola
12383316,1001,18,13,IPR Concern,IPR Concern; Trademark release for Rudolph expired on 31 DEC 2018.  Need updated release.,2019-05-13 10:05:01.0,trademark release rudolph expired dec need updated release
12383308,1001,18,13,IPR Concern,IPR Concern; Trademark letter for Rudolph needs updated,2019-05-13 09:20:01.0,trademark letter rudolph need updated
11348446,1001,7,13,IPR Concern,IPR Concern; Please provide a trademark letter for Hanazuki. 06/08/17 JJ,2019-05-13 09:16:33.0,provide trademark letter hanazuki
12142599,1001,5,13,IPR Concern,IPR Concern; The Sega trademark letter only covers certain flashback products and packaging in which this item is not included. Please provide an updated letter that covers this product. 07/10/18 JJ,2019-05-13 08:21:12.0,sega trademark letter cover certain flashback product packaging item included provide updated letter cover product
12515179,1001,18,13,IPR Concern,IPR Concern; Please attach Trademark Release Letter allowing Polygroup to use the Twinkly brand.,2019-05-13 07:50:01.0,attach trademark release letter allowing polygroup twinkly brand
10648770,1001,7,13,IPR Concern,IPR Concern; Please provide a trademark letter for Netflix. 04/12/16 JJ,2019-05-11 13:34:21.0,provide trademark letter netflix
12496883,1001,63,13,IPR Concern,"IPR Concern; Please correct the Brand under the ""Label Information"" tab. ",2019-05-11 09:23:30.0,correct brand label information tab
12142572,1001,5,13,IPR Concern,IPR Concern; The Atari trademark letter lists only 15 games that it covers. Please provide an updated letter that covers all games included. 07/10/18 JJ,2019-05-11 08:04:27.0,atari trademark letter list game cover provide updated letter cover game included
12653217,1001,63,13,IPR Concern,IPR Concern; Please attach a picture of packaging,2019-05-11 07:40:33.0,attach picture packaging
12653217,1001,63,13,IPR Concern,IPR Concern; Please attach a picture of packaging,2019-05-11 07:40:33.0,attach picture packaging
12181727,1001,63,13,IPR Concern,IPR Concern; Please attach previous page of Trademark Release Letter. This should include letterhead from Dabney Lee and the effective date. ,2019-05-11 07:26:16.0,attach previou page trademark release letter include letterhead dabney lee effective date
12435565,1001,18,13,IPR Concern,IPR Concern; Netflix logo on packaging.,2019-05-10 22:13:33.0,netflix logo packaging
12435565,1001,18,13,IPR Concern,IPR Concern; Pleaser attach a Trademark Release Letter for Netflix.,2019-05-10 22:13:33.0,pleaser attach trademark release letter netflix
12643581,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:55:39.0,attach trademark release letter joola
12643476,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:55:39.0,attach trademark release letter joola
12643587,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:55:39.0,attach trademark release letter joola
12643404,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:55:38.0,attach trademark release letter joola
12643469,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:55:38.0,attach trademark release letter joola
12643399,1001,9,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Joola,2019-05-10 20:27:29.0,attach trademark release letter joola
12643332,1001,9,13,IPR Concern,IPR Concern; Please provide trademark release letter for Joola,2019-05-10 20:13:56.0,provide trademark release letter joola
12523035,1001,7,13,IPR Concern,IPR Concern; Need trademark letter release from Karmin Industries for supplier Hunglow to use Bunkr & National Blaster League.,2019-05-10 19:36:19.0,need trademark letter release karmin industry supplier hunglow bunkr national blaster league
11276440,1001,7,13,IPR Concern,IPR Concern; ?	Please attach FAMA for use of Incredibles,2019-05-10 19:35:16.0,attach fama incredible
12524628,1001,9,13,IPR Concern,IPR Concern; Please update label to Ozark Trail,2019-05-10 15:36:59.0,update label ozark trail
12378410,1001,63,13,IPR Concern,IPR Concern; Vendor labeling is no longer acceptable.,2019-05-10 12:55:29.0,vendor labeling longer acceptable
12383277,1001,7,13,IPR Concern,IPR Concern; Need a TML to Super Technology for Toy Story,2019-05-09 21:39:47.0,need tml super technology toy story
12654580,1001,63,13,IPR Concern,IPR Concern; Paw Patrol Trademark Release Letter expires 4.30.2019,2019-05-09 17:42:25.0,paw patrol trademark release letter expire
12626247,1001,63,13,IPR Concern,IPR Concern; Brand,2019-05-09 17:06:30.0,brand
12626247,1001,63,13,IPR Concern,IPR Concern; Label Info,2019-05-09 17:06:30.0,label info
12565882,1001,63,13,IPR Concern,IPR Concern; Please attach a Trademark Letter from the battery brand owner. ,2019-05-09 14:05:02.0,attach trademark letter battery brand owner
12565882,1001,63,13,IPR Concern,IPR Concern; Please attach a Trademark Letter from the battery brand owner. This must be on battery owner's official letterhead and signed by an officer of that company. The trademark letter for batteries is for LR03. It is also not dated. Please verify if this battery is also included in the product.,2019-05-09 14:05:02.0,attach trademark letter battery brand owner must battery owner official letterhead signed officer company trademark letter battery also dated verify battery also included product
11690405,1001,7,13,IPR Concern,IPR Concern; ?	Please attach a Disney authorization for Aladdin.,2019-05-09 12:51:45.0,attach disney authorization aladdin
12052368,1001,10,13,IPR Concern,nan,2019-05-09 12:21:40.0,nan
12673732,1001,14,13,IPR Concern,"IPR Concern; the trademark letter attachment must be one document, not two separate attachments. There are two separate documents attached.  It is impossible to tell that page 2 should be attached to the document with the letterhead.  This cannot be downloaded into the database for broker review this this.  Please attach one complete document as a single attachment",2019-05-09 12:04:22.0,trademark letter attachment must one document two separate attachment two separate document attached impossible tell page attached document letterhead cannot downloaded database broker review attach one complete document single attachment
12425439,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:50:41.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425441,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:40:47.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12511211,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations & Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:40:47.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425438,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:35:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425431,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:35:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425432,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425410,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425423,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425427,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12425436,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12511229,1001,18,13,IPR Concern,IPR Concern; Please attach use authorization for the new leader battery for Impact Innovations/Man Sun Printing. Current attachment is for a different factory. ,2019-05-09 10:20:01.0,attach authorization new leader battery impact innovation man sun printing current attachment different factory
12052470,1001,10,13,IPR Concern,"IPR Concern; The trademark letter specifies floor mats made of rubber and carpet, but these are plastic mats. Supplier will need to submit a new trademark letter that includes the authorization of plastic mats.",2019-05-09 08:45:23.0,trademark letter specify floor mat made rubber carpet plastic mat supplier need submit new trademark letter include authorization plastic mat
12540917,1001,82,13,IPR Concern,"IPR Concern; Please correct the brand as this product is not Unbranded. Does JaRu own DED HEDZ? If not, please attach a trademark release letter from the owner of the brand allowing Jaru to use it.",2019-05-08 13:36:22.0,correct brand product unbranded jaru ded hedz attach trademark release letter owner brand allowing jaru
12659940,1001,23,13,IPR Concern,"IPR Concern; Because the intelliFresh logo and name, which are owned by Dow Chemical, will be on the hang tags, please provide a trademark authorization letter from Dow Chemical authorizing the intelliFresh name to be featured on this product.  The letter should be dated, be on Dow Chemical letterhead and specifically mention the suppliers name .It should also be signed by an officer of the Dow Chemical company.",2019-05-06 21:50:01.0,intellifresh logo name owned dow chemical hang tag provide trademark authorization letter dow chemical authorizing intellifresh name featured product letter dated dow chemical letterhead specifically mention supplier name also signed officer dow chemical company
12577880,1001,34,13,IPR Concern,"IPR Concern; 1.The material breakdown shows the brand name TERCEL.  This is a trademarked brand of lyocell fabric.  Please have the supplier provide a trademark authorization letter for the TERCEL brand. It must be dated, be on letterhead from the company that owns the TERCEL name, reference the supplier in the quote and be signed by the officer of the company who owns the TERCEL brand name.  If no letter is provided, the word TERCEL must be removed from the quote and from any labeling on the ga",2019-05-06 19:10:36.0,material breakdown show brand name tercel trademarked brand lyocell fabric supplier provide trademark authorization letter tercel brand must dated letterhead company own tercel name reference supplier quote signed officer company own tercel brand name letter provided word tercel must removed quote labeling
12296269,1001,18,13,IPR Concern,IPR Concern; Please attach a use authorization from the Pioneer Woman brand.,2019-05-06 06:50:00.0,attach authorization pioneer woman brand
11761186,1001,11,13,IPR Concern,IPR Concern; Correct the packaging description from Not Applicable to Hyper Tough,2019-05-06 05:51:55.0,correct packaging description applicable hyper tough
12524624,1001,9,13,IPR Concern,IPR Concern; Please update label to Ozark Trail,2019-05-02 12:51:44.0,update label ozark trail
12315032,1001,18,13,IPR Concern,IPR Concern; TM letter for Viacom expires before entry,2019-05-02 09:20:01.0,letter viacom expire entry
12341387,1001,18,13,IPR Concern,IPR Concern; Please attach a use authorization for the LR44 battery.,2019-05-02 04:05:00.0,attach authorization battery
12353179,1001,7,13,IPR Concern,IPR Concern; The trademark letter for Golden Power battery is about to expire. Please provide an updated letter. 11/26/18 JJ,2019-05-01 21:34:02.0,trademark letter golden power battery expire provide updated letter
12634853,1001,18,13,IPR Concern,"IPR Concern; Please attach an updated use authorization for Paw Patrol, current letter expires 4.30.2019.",2019-05-01 20:50:01.0,attach updated authorization paw patrol current letter expire
12634853,1001,18,13,IPR Concern,"IPR Concern; Please attach an updated use authorization for Paw Patrol, current letter expires 4.30.2019.",2019-05-01 20:50:01.0,attach updated authorization paw patrol current letter expire
12634853,1001,18,13,IPR Concern,"IPR Concern; Please attach an updated use authorization for Paw Patrol, current letter expires 4.30.2019.",2019-05-01 20:50:01.0,attach updated authorization paw patrol current letter expire
12145101,1001,7,13,IPR Concern,IPR Concern; Need TML for Teenie Genies,2019-05-01 17:01:35.0,need tml teenie geny
12665137,1001,82,13,IPR Concern,IPR Concern; Please provide certificate for USB membership for supplier KCD VIETNAM COMPANY LIMITED,2019-04-30 13:52:21.0,provide certificate usb membership supplier kcd vietnam company limited
11540977,1001,7,13,IPR Concern,IPR Concern; please provide picture and trademark letter for the batteries.,2019-04-30 02:19:13.0,provide picture trademark letter battery
10577174,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:58.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577171,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:57.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577152,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:57.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577158,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:57.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577162,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:57.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577145,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:56.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10577128,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:55.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10565036,1001,25,13,IPR Concern,IPR Concern; The products on this quote are entering in Jul 2016 The trade mark letter is only valid until April 2016 Please provide an updated TML from Dickies that will cover the entry dates for this product.,2019-04-29 22:39:55.0,product quote entering jul trade mark letter valid april provide updated tml dicky cover entry date product
10943575,1001,25,13,IPR Concern,"IPR Concern; We cannot use the authorization  letter attached. Please have HI-TEC provide a letter authorizing the supplier in this quote to have the INTERCEPTOR name on this product.This letter is just an authorization letter from HI-TEC indicating that Walmart is authorized to purchase merchandise from ""authorized manufacturers"".We have no idea who HI-Tech has authorized. A letter confirming the supplier in the quote, Advanced Manufacturing Group, is authorized, is acceptable.",2019-04-29 22:32:27.0,cannot authorization letter attached tec provide letter authorizing supplier quote interceptor name product letter authorization letter tec indicating walmart authorized purchase merchandise authorized manufacturer idea tech authorized letter confirming supplier quote advanced manufacturing group authorized acceptable
10942798,1001,25,13,IPR Concern,"IPR Concern; We cannot use the authorization  letter attached. Please have HI-TEC provide a letter authorizing the supplier in this quote to have the INTERCEPTOR name on this product.This letter is just an authorization letter from HI-TEC indicating that Walmart is authorized to purchase merchandise from ""authorized manufacturers"".We have no idea who HI-Tech has authorized.A letter confirming the supplier in the quote, Advanced Manufacturing Group, is authorized, is acceptable.",2019-04-29 22:32:26.0,cannot authorization letter attached tec provide letter authorizing supplier quote interceptor name product letter authorization letter tec indicating walmart authorized purchase merchandise authorized manufacturer idea tech authorized letter confirming supplier quote advanced manufacturing group authorized acceptable
10943597,1001,25,13,IPR Concern,"IPR Concern; We cannot use the authorization  letter attached. Please have HI-TEC provide a letter authorizing the supplier in this quote to have the INTERCEPTOR name on this product.This letter is just an authorization letter from HI-TEC indicating that Walmart is authorized to purchase merchandise from ""authorized manufacturers"".We have no idea who HI-Tech has authorized. A letter confirming the supplier in the quote, Advanced Manufacturing Group, is authorized, is acceptable.",2019-04-29 22:32:26.0,cannot authorization letter attached tec provide letter authorizing supplier quote interceptor name product letter authorization letter tec indicating walmart authorized purchase merchandise authorized manufacturer idea tech authorized letter confirming supplier quote advanced manufacturing group authorized acceptable
10943215,1001,25,13,IPR Concern,"IPR Concern; We cannot use the authorization  letter attached. Please have HI-TEC provide a letter authorizing the supplier in this quote to have the INTERCEPTOR name on this product.This letter is just an authorization letter from HI-TEC indicating that Walmart is authorized to purchase merchandise from ""authorized manufacturers"".We have no idea who HI-Tech has authorized. A letter confirming the supplier in the quote, Advanced Manufacturing Group, is authorized, is acceptable.",2019-04-29 22:32:26.0,cannot authorization letter attached tec provide letter authorizing supplier quote interceptor name product letter authorization letter tec indicating walmart authorized purchase merchandise authorized manufacturer idea tech authorized letter confirming supplier quote advanced manufacturing group authorized acceptable
11754198,1001,25,13,IPR Concern,IPR Concern; change the brand name from Wonder Woman to Wonder Nation,2019-04-29 21:14:04.0,change brand name wonder woman wonder nation
11754202,1001,25,13,IPR Concern,IPR Concern; change the brand name from Wonder Woman to Wonder Nation,2019-04-29 21:14:03.0,change brand name wonder woman wonder nation
11754199,1001,25,13,IPR Concern,IPR Concern; change brand name from wonder woman to wonder nation,2019-04-29 21:14:03.0,change brand name wonder woman wonder nation
11754213,1001,25,13,IPR Concern,IPR Concern; change the brand name from Wonder Woman to Wonder Nation,2019-04-29 21:14:02.0,change brand name wonder woman wonder nation
11398591,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:43.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398383,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:42.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398372,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:42.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398414,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:42.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398408,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:42.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398338,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:40.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398346,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:40.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398349,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:40.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
11398345,1001,25,13,IPR Concern,"IPR Concern; 19Jul2017 TT. Thank you for providing the trademark letter, however I do not believe that is the correct trademark letter authorizing the use of the Avia Brand. The attached trademark letter appears to be the Supplier's letterhead authorizing ESO the use of Avia and we cannot accept that. Currently the brand owner of Avia shows as American Sports Goods Corporation. Please provide an updated trademark letter from the American Sports Goods Corporation authorizing ESO and the required ",2019-04-29 21:13:40.0,jul thank providing trademark letter however believe correct trademark letter authorizing avium brand attached trademark letter appear supplier letterhead authorizing eso avium cannot accept currently brand owner avium show american sport good corporation provide updated trademark letter american sport good corporation authorizing eso required
